iter	Logloss
157	0.009699172269
158	0.009601460331
159	0.009535443595
160	0.009500733544
161	0.009440162158
162	0.009359698316
163	0.009338983778
164	0.009195578594
165	0.009154055074
166	0.009063940308
167	0.009044512546
168	0.009035602225
169	0.008990410719
170	0.008921608898
171	0.00884221941
172	0.008790078156
173	0.008749753844
174	0.008720735737
175	0.008710219665
176	0.008701852918
177	0.008681678806
178	0.008665573443
179	0.008561532501
180	0.008540524643
181	0.008533114409
182	0.008515143155
183	0.008506327688
184	0.008461179521
185	0.008433369311
186	0.008409323651
187	0.008318709575
188	0.008274058803
189	0.008236027209
190	0.008173364957
191	0.008154700716
192	0.008081901775
193	0.008053197546
194	0.008014325432
195	0.007963500098
196	0.007926549426
197	0.007919613634
198	0.007813195484
199	0.007806025311
200	0.007740349715
201	0.007734409227
202	0.007690103153
203	0.007680764534
204	0.00765697313
205	0.007650210491
206	0.007615233767
207	0.007608693265
208	0.007550178983
209	0.007476775992
210	0.007453467514
211	0.007395015762
212	0.007375171845
213	0.007345006421
214	0.007298821835
215	0.00727667121
216	0.007271833091
217	0.007261170889
218	0.007257549698
219	0.007188455959
220	0.007179864373
221	0.007164020278
222	0.007158347592
223	0.00715134544
224	0.007145766993
225	0.007112227759
226	0.007067047164
227	0.007059740883
228	0.00701443742
229	0.007006458607
230	0.007002223718
231	0.006949605046
232	0.006945566194
233	0.006941012946
234	0.006936215226
235	0.00691383617
236	0.006907976991
237	0.006859982202
238	0.00680547325
239	0.0067769667
240	0.006727966448
241	0.006724063875
242	0.006696181284
243	0.006688738759
244	0.00668478857
245	0.006656851146
246	0.006653192088
247	0.006649997621
248	0.006638844112
249	0.006577109333
250	0.006558396108
251	0.006554835222
252	0.006515274123
253	0.00649432014
254	0.006485265912
255	0.006462592545
256	0.006407240542
257	0.006363707499
258	0.006275695639
259	0.00622032537
260	0.006206798724
261	0.006179644764
262	0.006176904763
263	0.006133680843
264	0.006111528097
265	0.006090576132
266	0.006086086645
267	0.006051811221
268	0.006047718118
269	0.006044810198
270	0.006023079388
271	0.005972675066
272	0.005958245748
273	0.005954880318
274	0.005948475546
275	0.005945420128
276	0.00590449392
277	0.005899474337
278	0.005835408152
279	0.005827275479
280	0.005759583142
281	0.005744832523
282	0.005713650486
283	0.005700334962
284	0.005696963032
285	0.005694850856
286	0.005668160768
287	0.005656415968
288	0.005650478422
289	0.005631806348
290	0.005629459036
291	0.005627382058
292	0.005611825058
293	0.005608525782
294	0.005596071028
295	0.005584639764
296	0.005578830731
297	0.005576907306
298	0.005574811651
299	0.005531740086
300	0.005518162336
301	0.005509107732
302	0.005459663516
303	0.005449671126
304	0.005440126105
305	0.005436412573
306	0.005426432515
307	0.005382162598
308	0.005330311414
309	0.005301900249
310	0.005298511387
311	0.005296013277
312	0.005264527042
313	0.005246460592
314	0.00524437171
315	0.00519843671
316	0.005162430836
317	0.005159964811
318	0.005117309829
319	0.005111112622
320	0.005107571713
321	0.005094123622
322	0.005058431933
323	0.005050254296
324	0.005042088972
325	0.005040364833
326	0.005037423391
327	0.005033577805
328	0.005030704554
329	0.005029153448
330	0.005013853269
331	0.004997348631
332	0.004994336074
333	0.00499231345
334	0.004989890115
335	0.004979904584
336	0.004942606785
337	0.004941096299
338	0.004926248705
339	0.004848313178
340	0.00484057422
341	0.004837524669
342	0.004829312671
343	0.004777745075
344	0.004773154816
345	0.00476604252
346	0.004759690512
347	0.004756525976
348	0.004754960075
349	0.004733764886
350	0.004732325635
351	0.004727116531
352	0.00471344196
353	0.004711297048
354	0.004707817607
355	0.004706150695
356	0.004658807025
357	0.004635632671
358	0.004631231077
359	0.004618170922
360	0.004603890675
361	0.004602679803
362	0.004581650754
363	0.004579988255
364	0.004509722519
365	0.004508079723
366	0.004494207969
367	0.004491331434
368	0.004485508547
369	0.004473867358
370	0.004408619787
371	0.004406031885
372	0.004404621692
373	0.004398981878
374	0.004393520964
375	0.004355664233
376	0.004332768729
377	0.00426586538
378	0.004264785775
379	0.004263391043
380	0.004262080648
381	0.004256935664
382	0.004215933654
383	0.0042050598
384	0.004203988404
385	0.004193269522
386	0.004188326168
387	0.004186934429
388	0.004153645432
389	0.004148450678
390	0.00412439975
391	0.00411395103
392	0.004103925769
393	0.004099365919
394	0.004082212164
395	0.004081162746
396	0.004044168837
397	0.004043012695
398	0.004033351372
399	0.003989818466
400	0.003985555203
401	0.003944718564
402	0.003914506278
403	0.003878758542
404	0.003869706811
405	0.003867105312
406	0.003865174772
407	0.00385656131
408	0.003855409307
409	0.003829880014
410	0.003815182723
411	0.003811130069
412	0.003810266545
413	0.00380087966
414	0.003791667981
415	0.003790882653
416	0.003764397342
417	0.003750032794
418	0.003741728045
419	0.003710180393
420	0.00370220353
421	0.003682740672
422	0.003678885457
423	0.003640859986
424	0.003623078406
425	0.003600903392
426	0.003565445983
427	0.003561733682
428	0.003531070693
429	0.003527457471
430	0.003515030442
431	0.00350304842
432	0.003474531574
433	0.003467651368
434	0.003464211863
435	0.003460917326
436	0.003449514795
437	0.003417322967
438	0.003388929966
439	0.003381311329
440	0.003373599942
441	0.003363099433
442	0.003350122912
443	0.003322121317
444	0.003301214676
445	0.003298119185
446	0.003297115963
447	0.003289962328
448	0.003283383429
449	0.003282547202
450	0.003281603174
451	0.00326012833
452	0.00325923999
453	0.003258386284
454	0.003243042698
455	0.003236266068
456	0.003207964688
457	0.003197064119
458	0.003178654459
459	0.003175755997
460	0.003167076313
461	0.003154336756
462	0.003128003989
463	0.003103201222
464	0.003093451364
465	0.003084190752
466	0.003059569117
467	0.003056802623
468	0.003033413068
469	0.003030681071
470	0.003016137914
471	0.003007641755
472	0.002993685118
473	0.002991075735
474	0.002984687767
475	0.00298219088
476	0.002959129783
477	0.002941523614
478	0.002938993598
479	0.002930506546
480	0.002928267593
481	0.002906726748
482	0.002890169963
483	0.0028843095
484	0.002875542247
485	0.002865468224
486	0.002847054981
487	0.002826854856
488	0.002806309272
489	0.002803848199
490	0.002801467929
491	0.002800735793
492	0.0027925586
493	0.00279078304
494	0.002776482885
495	0.002774174492
496	0.002772049505
497	0.002770673331
498	0.00274751484
499	0.002745807616
500	0.002743578179
501	0.002728842346
502	0.002719058496
503	0.0027170657
504	0.002707764468
505	0.002698869052
506	0.002680336711
507	0.002667495493
508	0.002649986727
509	0.002638827549
510	0.002636724249
511	0.002636003665
512	0.002630767547
513	0.002627591697
514	0.002626750031
515	0.00262174024
516	0.002616971039
517	0.002616328317
518	0.002614294362
519	0.00261250317
520	0.002606330746
521	0.002592575995
522	0.002591170907
523	0.002570784272
524	0.002566340604
525	0.002564434547
526	0.002562713093
527	0.002556997563
528	0.002537778819
529	0.002536574575
530	0.002525388014
531	0.002523511605
532	0.002511072937
533	0.00250988282
534	0.002508489867
535	0.002504143859
536	0.00249923885
537	0.002493540722
538	0.002475454416
539	0.00247367127
540	0.002468286474
541	0.002463642827
542	0.00245700671
543	0.002449403663
544	0.002432262051
545	0.002431694738
546	0.002430603887
547	0.002423522043
548	0.002408978818
549	0.002407923576
550	0.002406880272
551	0.002405884892
552	0.002395785428
553	0.002388579705
554	0.002387600598
555	0.002383353909
556	0.00237645677
557	0.002360570645
558	0.002353894822
559	0.002344384563
560	0.002335337895
561	0.002328994302
562	0.002312599167
563	0.002310934026
564	0.002304333979
565	0.002303402667
566	0.002302506733
567	0.002298810253
568	0.00228138401
569	0.002280509309
570	0.002278908715
571	0.002277329568
572	0.002262767871
573	0.002261903818
574	0.002260382839
575	0.002259538181
576	0.002258705101
577	0.002248460542
578	0.002247266379
579	0.002246462923
580	0.002245670241
581	0.002244897244
582	0.002238713994
583	0.002237963762
584	0.002224087698
585	0.002219366437
586	0.002217894083
587	0.002217164264
588	0.002214278467
589	0.002210859803
590	0.002207570037
591	0.00219142502
592	0.002190730399
593	0.00218797663
594	0.002175833591
595	0.002175170063
596	0.00216698868
597	0.002165575922
598	0.00215992966
599	0.002158571478
600	0.00214332337
601	0.002142685857
602	0.002139507715
603	0.002133608266
604	0.002132525292
605	0.002118063785
606	0.002105301798
607	0.002104659778
608	0.002101608884
609	0.002092501175
610	0.002091886169
611	0.002087604384
612	0.002085137872
613	0.002084553695
614	0.002081014308
615	0.002067318366
616	0.002066739816
617	0.002065478849
618	0.002064904618
619	0.002059784878
620	0.00204918606
621	0.002048642264
622	0.00204124579
623	0.002039990235
624	0.002039445952
625	0.002036006918
626	0.002033090301
627	0.002020029666
628	0.002017227059
629	0.00201600105
630	0.002011290436
631	0.002010336069
632	0.002005668051
633	0.001996523381
634	0.001990307233
635	0.001984211174
636	0.001980281167
637	0.001979780445
638	0.001979269444
639	0.001976026216
640	0.001970176409
641	0.001958710331
642	0.00195181481
643	0.001943828882
644	0.001943330152
645	0.001942844584
646	0.001941726916
647	0.001941240501
648	0.001930358446
649	0.001929892307
650	0.001929434257
651	0.001928320762
652	0.001927248067
653	0.001926803298
654	0.001926358769
655	0.001924488397
656	0.001924060082
657	0.001923624395
658	0.001922565211
659	0.001920757711
660	0.001913267186
661	0.001902972198
662	0.001902550527
663	0.001900547615
664	0.001895652371
665	0.001884071163
666	0.001878626104
667	0.00187820569
668	0.001873949243
669	0.001862943617
670	0.001862517089
671	0.001861508214
672	0.001861103629
673	0.001858985193
674	0.001858587262
675	0.001858212445
676	0.001857201201
677	0.001854376531
678	0.00184491889
679	0.001841515807
680	0.001826023029
681	0.001819074265
682	0.001816363365
683	0.001813729858
684	0.001813347695
685	0.00181238688
686	0.001809827772
687	0.001809459754
688	0.001809081003
689	0.001806654564
690	0.00180149317
691	0.001798672698
692	0.001788292682
693	0.001787932771
694	0.001787585559
695	0.00178723827
696	0.001783586292
697	0.001783261545
698	0.001782324581
699	0.001781999894
700	0.001781662473
701	0.001781340677
702	0.001771447546
703	0.001765639231
704	0.001763289397
705	0.001760085763
706	0.001758364437
707	0.001756035298
708	0.001755725038
709	0.001755415042
710	0.001754528378
711	0.001754226652
712	0.001748349651
713	0.001742768767
714	0.00174114681
715	0.001740847599
716	0.001737723246
717	0.00173513714
718	0.001734843906
719	0.001734553511
720	0.001734269324
721	0.001733979869
722	0.001731045739
723	0.001725192947
724	0.001724912626
725	0.001724636794
726	0.001724358816
727	0.001724096778
728	0.001722554796
729	0.001719071516
730	0.001710379466
731	0.001707036868
732	0.001701768536
733	0.001700918678
734	0.001697742186
735	0.001695585157
736	0.001692433456
737	0.001689467351
738	0.001688655249
739	0.001688389551
740	0.001688107451
741	0.001687866492
742	0.001687617187
743	0.001678446068
744	0.001670213777
745	0.001667449798
746	0.00166719602
747	0.001666955293
748	0.00166671271
749	0.001663623556
750	0.00165859926
751	0.001658288701
752	0.001658045904
753	0.001657252187
754	0.001657017967
755	0.001656782362
756	0.001656011051
757	0.001653958137
758	0.00165190276
759	0.001651683685
760	0.0016469187
761	0.001644988724
762	0.001640126802
763	0.001635698925
764	0.001634931205
765	0.001633113841
766	0.001628932968
767	0.001628190258
768	0.001627470773
769	0.001619684927
770	0.001617419472
771	0.001617189361
772	0.001615442795
773	0.00161521416
774	0.001612374007
775	0.001610276744
776	0.001609549713
777	0.001609326713
778	0.001609108185
779	0.001607397212
780	0.001607180172
781	0.001604885962
782	0.001602307659
783	0.001602111374
784	0.001597585795
785	0.001589173066
786	0.001584567602
787	0.001584354612
788	0.001579025914
789	0.001571634121
790	0.001570390133
791	0.001565140071
792	0.001564874424
793	0.001564617299
794	0.001564369136
795	0.001564142433
796	0.001563903193
797	0.001563668559
798	0.001563287029
799	0.001562551759
800	0.001562172303
801	0.001557933532
802	0.001557567032
803	0.001554501138
804	0.001550417767
805	0.001544078731
806	0.00154204874
807	0.001541706796
808	0.001541390998
809	0.001540683892
810	0.001540366572
811	0.001540075903
812	0.001539789134
813	0.00153950685
814	0.001539237705
815	0.001537296112
816	0.001534135462
817	0.001526367241
818	0.001522508208
819	0.001522265415
820	0.001518090204
821	0.001517414833
822	0.001509041744
823	0.001508777748
824	0.001506954975
825	0.001503589296
826	0.001500072738
827	0.001498345789
828	0.001498119569
829	0.00149787915
830	0.001492898562
831	0.001491377651
832	0.001489526457
833	0.001488494257
834	0.001485691924
835	0.001482998307
836	0.001479325964
837	0.001471530275
838	0.001467998593
839	0.001467370837
840	0.001467234632
841	0.001467094116
842	0.001466473445
843	0.001465896071
844	0.001465775088
845	0.001465634243
846	0.001462237171
847	0.001455108229
848	0.001454983902
849	0.001454859241
850	0.001451839107
851	0.001450417647
852	0.001447470647
853	0.001444638207
854	0.001443261558
855	0.001441657928
856	0.001440756773
857	0.00143450154
858	0.00143432943
859	0.00143376989
860	0.00143051088
861	0.001430392778
862	0.001425611857
863	0.00142247103
864	0.001415755242
865	0.001411214313
866	0.001406972861
867	0.001402632565
868	0.001402471504
869	0.001402357601
870	0.001402257299
871	0.001402152679
872	0.001402060403
873	0.001401964741
874	0.001398934264
875	0.001397274591
876	0.001394357444
877	0.001394224825
878	0.001391770687
879	0.001385418996
880	0.001382633809
881	0.001376803405
882	0.001370103189
883	0.001367936573
884	0.001367795681
885	0.001367710802
886	0.001367618988
887	0.001367523676
888	0.001361551428
889	0.00136102547
890	0.001360943319
891	0.001360420137
892	0.001360329703
893	0.001360245209
894	0.001356121346
895	0.001352153751
896	0.00135207883
897	0.001351988974
898	0.001351904211
899	0.001351823954
900	0.001349129289
901	0.001343151025
902	0.00133964531
903	0.00133696721
904	0.001336425209
905	0.001335911044
906	0.001335832109
907	0.001332033061
908	0.001329440028
909	0.001328132779
910	0.001323081521
911	0.001322962906
912	0.001320742633
913	0.001320659811
914	0.001320582705
915	0.001320526692
916	0.001320447047
917	0.001320370557
918	0.001320304205
919	0.00131980418
920	0.001319732813
921	0.001319667624
922	0.001319588436
923	0.001314960003
924	0.001313547801
925	0.001313475121
926	0.00131300149
927	0.001310133519
928	0.001308036175
929	0.001307560685
930	0.001307489908
931	0.001307424403
932	0.001302919856
933	0.001301647071
934	0.001301193135
935	0.001301113981
936	0.001298480593
937	0.001297084224
938	0.001294551458
939	0.001292060476
940	0.001290717717
941	0.001288258285
942	0.001285700686
943	0.00128333876
944	0.001283266614
945	0.001279268964
946	0.001273743332
947	0.001270500599
948	0.001270436792
949	0.001265074879
950	0.001260511515
951	0.001260396594
952	0.001259952912
953	0.001259507121
954	0.001259442766
955	0.001259382567
956	0.001256769417
957	0.001256323288
958	0.001252937022
959	0.001252514748
960	0.001252455888
961	0.00125238284
962	0.001251973714
963	0.001249488829
964	0.001248088714
965	0.001247683108
966	0.001245803723
967	0.001242873372
968	0.001240603675
969	0.001237993466
970	0.001233248479
971	0.001232018614
972	0.001231621772
973	0.0012315587
974	0.001231148364
975	0.001231082778
976	0.001228745502
977	0.00122868709
978	0.001226488346
979	0.001222378349
980	0.001221502712
981	0.001221101801
982	0.001219816666
983	0.001219425089
984	0.001219359669
985	0.001219309796
986	0.001217176005
987	0.001215919014
988	0.001210699028
989	0.001208666159
990	0.001206402047
991	0.001202918125
992	0.001197982587
993	0.001195068672
994	0.001194360168
995	0.001193145379
996	0.001189786487
997	0.001189406077
998	0.001189344394
999	0.001189284833
