,rank,team,rank_change,year,previous_cup_wins,won_this_year,Part,W,D,L,Gd,Pts
4272,63,Zambia,1,2002,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4273,60,Ivory Coast,2,2002,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4274,118,Gabon,3,2002,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4275,117,Guinea,0,2002,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4276,107,Uganda,-1,2002,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4277,106,Sudan,0,2002,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4278,103,Libya,-1,2002,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4279,102,Madagascar,1,2002,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4280,99,Malawi,-1,2002,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4281,97,Congo,0,2002,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4282,135,Sierra Leone,-6,2002,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4283,184,Niger,0,2002,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4284,133,Sierra Leone,-2,2002,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4285,135,Burundi,-2,2002,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4286,136,Botswana,0,2002,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4287,138,Ethiopia,7,2002,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4288,143,Gambia,-1,2002,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4289,146,Benin,1,2002,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
4290,30,South Africa,-1,2002,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4291,29,Nigeria,2,2002,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4292,27,Senegal,-2,2002,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4293,16,Cameroon,-1,2002,4,1,20.0,45.0,30.0,16.0,55.0,165.0
4294,180,Mauritania,1,2002,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4295,183,Guinea-Bissau,1,2002,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4296,184,Niger,0,2002,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4297,192,Equatorial Guinea,2,2002,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4298,153,Tanzania,1,2002,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4299,154,Cape Verde,-1,2002,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4300,35,Morocco,0,2002,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4301,106,Sudan,0,2002,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4302,104,Libya,1,2002,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4303,102,Uganda,-5,2002,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4304,101,Madagascar,-1,2002,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4305,97,Congo,0,2002,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4306,95,Malawi,-4,2002,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4307,88,Liberia,5,2002,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4308,86,Togo,10,2002,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4309,130,Rwanda,0,2002,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4310,126,Mauritius,-3,2002,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4311,125,Mozambique,-1,2002,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4312,123,Namibia,2,2002,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4313,120,Guinea,3,2002,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4314,121,Gabon,3,2002,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4315,41,Tunisia,2,2002,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4316,39,Egypt,-1,2002,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4317,57,Zimbabwe,2,2002,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4318,81,Kenya,-5,2002,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4319,76,Angola,7,2002,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4320,75,Burkina Faso,2,2002,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4321,73,Mali,-5,2002,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4322,68,Algeria,3,2002,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4323,67,Zambia,4,2002,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4324,65,DR Congo,1,2002,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4325,64,Ivory Coast,4,2002,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4326,61,Ghana,2,2002,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4327,128,Mauritius,2,2003,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4328,129,Mozambique,4,2003,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4329,131,Botswana,-5,2003,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4330,134,Sierra Leone,1,2003,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4331,136,Burundi,1,2003,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4332,138,Ethiopia,0,2003,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4333,144,Gambia,1,2003,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4334,147,Benin,1,2003,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
4335,126,Namibia,3,2003,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4336,124,Rwanda,-6,2003,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4337,105,Madagascar,4,2003,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4338,108,Uganda,6,2003,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4339,112,Sudan,6,2003,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4340,121,Guinea,1,2003,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4341,122,Gabon,1,2003,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4342,184,Niger,0,2003,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4343,183,Guinea-Bissau,0,2003,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4344,180,Mauritania,0,2003,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4345,192,Equatorial Guinea,0,2003,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4346,154,Tanzania,1,2003,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4347,155,Cape Verde,1,2003,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4348,102,Congo,5,2003,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4349,27,Senegal,0,2003,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4350,29,Nigeria,0,2003,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4351,30,South Africa,0,2003,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4352,35,Morocco,0,2003,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4353,39,Egypt,0,2003,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4354,41,Tunisia,0,2003,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4355,17,Cameroon,1,2003,4,0,20.0,45.0,30.0,16.0,55.0,165.0
4356,79,Kenya,-2,2003,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4357,87,Togo,1,2003,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4358,90,Liberia,2,2003,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4359,94,Libya,-10,2003,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4360,97,Malawi,2,2003,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4361,77,Angola,1,2003,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4362,76,Burkina Faso,1,2003,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4363,74,Mali,1,2003,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4364,57,Zimbabwe,0,2003,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4365,59,Ghana,-2,2003,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4366,65,Algeria,-3,2003,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4367,66,Ivory Coast,2,2003,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4368,67,DR Congo,2,2003,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4369,68,Zambia,1,2003,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4370,59,Ghana,0,2003,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4371,58,Zimbabwe,1,2003,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4372,65,Algeria,0,2003,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4373,80,Kenya,1,2003,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4374,78,Angola,1,2003,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4375,77,Burkina Faso,1,2003,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4376,74,Mali,0,2003,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4377,68,Zambia,0,2003,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4378,67,DR Congo,0,2003,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4379,66,Ivory Coast,0,2003,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4380,42,Tunisia,1,2003,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4381,17,Cameroon,0,2003,4,0,20.0,45.0,30.0,16.0,55.0,165.0
4382,39,Egypt,0,2003,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4383,35,Morocco,0,2003,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4384,30,South Africa,0,2003,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4385,29,Nigeria,0,2003,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4386,27,Senegal,0,2003,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4387,146,Gambia,2,2003,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4388,139,Ethiopia,1,2003,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4389,136,Burundi,0,2003,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4390,134,Sierra Leone,0,2003,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4391,131,Botswana,0,2003,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4392,129,Mauritius,1,2003,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4393,156,Cape Verde,1,2003,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4394,155,Tanzania,1,2003,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4395,149,Benin,2,2003,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
4396,128,Mozambique,-1,2003,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4397,126,Namibia,0,2003,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4398,102,Congo,0,2003,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4399,99,Malawi,2,2003,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4400,96,Libya,2,2003,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4401,90,Liberia,0,2003,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4402,88,Togo,1,2003,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4403,105,Madagascar,0,2003,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4404,108,Uganda,0,2003,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4405,125,Rwanda,1,2003,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4406,123,Gabon,1,2003,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4407,121,Guinea,0,2003,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4408,112,Sudan,7,2003,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4409,192,Equatorial Guinea,0,2003,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4410,180,Mauritania,0,2003,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4411,183,Guinea-Bissau,0,2003,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4412,185,Niger,1,2003,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4413,136,Sierra Leone,2,2003,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4414,133,Benin,-16,2003,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
4415,130,Mauritius,1,2003,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4416,131,Mozambique,3,2003,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4417,137,Burundi,1,2003,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4418,129,Namibia,3,2003,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4419,132,Botswana,1,2003,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4420,140,Ethiopia,1,2003,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4421,146,Gambia,0,2003,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4422,104,Madagascar,-1,2003,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4423,105,Congo,3,2003,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4424,108,Uganda,0,2003,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4425,126,Rwanda,1,2003,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4426,122,Guinea,1,2003,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4427,124,Gabon,1,2003,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4428,114,Sudan,2,2003,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4429,181,Mauritania,1,2003,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4430,183,Niger,-2,2003,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4431,186,Guinea-Bissau,3,2003,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4432,193,Equatorial Guinea,1,2003,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4433,155,Tanzania,0,2003,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4434,157,Cape Verde,1,2003,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4435,99,Malawi,0,2003,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4436,28,Senegal,1,2003,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4437,30,Nigeria,1,2003,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4438,31,South Africa,1,2003,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4439,35,Morocco,0,2003,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4440,40,Egypt,1,2003,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4441,44,Tunisia,2,2003,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4442,17,Cameroon,0,2003,4,0,20.0,45.0,30.0,16.0,55.0,165.0
4443,78,Mali,4,2003,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4444,79,Burkina Faso,2,2003,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4445,80,Angola,2,2003,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4446,82,Kenya,2,2003,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4447,89,Togo,1,2003,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4448,92,Liberia,2,2003,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4449,96,Libya,0,2003,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4450,60,Zimbabwe,2,2003,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4451,61,Ghana,2,2003,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4452,67,Algeria,2,2003,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4453,68,Ivory Coast,2,2003,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4454,72,Zambia,4,2003,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4455,63,DR Congo,-4,2003,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4456,153,Cape Verde,-4,2003,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4457,70,Algeria,3,2003,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4458,69,Zambia,-3,2003,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4459,67,Ivory Coast,-1,2003,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4460,64,Ghana,3,2003,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4461,63,DR Congo,0,2003,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4462,60,Zimbabwe,0,2003,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4463,180,Mauritania,-1,2003,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4464,181,Niger,-2,2003,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4465,187,Guinea-Bissau,1,2003,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4466,191,Equatorial Guinea,-2,2003,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4467,17,Cameroon,0,2003,4,0,20.0,45.0,30.0,16.0,55.0,165.0
4468,42,Egypt,2,2003,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4469,41,Tunisia,-3,2003,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4470,36,Morocco,1,2003,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4471,32,Nigeria,2,2003,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4472,31,South Africa,0,2003,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4473,30,Senegal,2,2003,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4474,109,Uganda,1,2003,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4475,110,Sudan,-4,2003,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4476,121,Guinea,-1,2003,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4477,122,Rwanda,-4,2003,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4478,125,Gabon,1,2003,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4479,129,Mauritius,-1,2003,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4480,130,Namibia,1,2003,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4481,131,Botswana,-1,2003,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4482,107,Congo,2,2003,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4483,83,Angola,3,2003,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4484,89,Togo,0,2003,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4485,94,Liberia,2,2003,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4486,98,Libya,2,2003,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4487,101,Madagascar,-3,2003,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4488,103,Malawi,4,2003,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4489,132,Sierra Leone,-4,2003,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4490,155,Tanzania,0,2003,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4491,133,Mozambique,2,2003,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4492,135,Benin,2,2003,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
4493,77,Kenya,-5,2003,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4494,136,Burundi,-1,2003,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4495,141,Ethiopia,1,2003,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4496,143,Gambia,-3,2003,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4497,79,Mali,1,2003,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4498,81,Burkina Faso,2,2003,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4499,109,Uganda,0,2003,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4500,110,Sudan,0,2003,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4501,96,Liberia,2,2003,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4502,104,Malawi,1,2003,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4503,102,Madagascar,1,2003,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4504,100,Congo,-7,2003,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4505,97,Libya,-1,2003,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4506,92,Togo,3,2003,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4507,143,Gambia,0,2003,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4508,153,Cape Verde,0,2003,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4509,137,Burundi,1,2003,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4510,123,Guinea,2,2003,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4511,125,Gabon,0,2003,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
4512,121,Rwanda,-1,2003,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4513,129,Mauritius,0,2003,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4514,131,Namibia,1,2003,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4515,131,Mozambique,-2,2003,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4516,133,Sierra Leone,1,2003,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4517,135,Ethiopia,-6,2003,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4518,136,Benin,1,2003,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
4519,130,Botswana,-1,2003,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4520,86,Angola,3,2003,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4521,182,Mauritania,2,2003,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4522,183,Niger,2,2003,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4523,188,Guinea-Bissau,1,2003,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4524,190,Equatorial Guinea,-1,2003,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4525,158,Tanzania,3,2003,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4526,18,Cameroon,1,2003,4,0,20.0,45.0,30.0,16.0,55.0,165.0
4527,55,Zimbabwe,-5,2003,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4528,59,Ivory Coast,-8,2003,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4529,65,DR Congo,2,2003,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4530,66,Algeria,-4,2003,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4531,67,Ghana,3,2003,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4532,69,Zambia,0,2003,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4533,74,Mali,-5,2003,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4534,78,Kenya,1,2003,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4535,83,Burkina Faso,2,2003,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4536,29,Senegal,-1,2003,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4537,31,South Africa,0,2003,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4538,32,Nigeria,0,2003,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4539,44,Egypt,2,2003,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4540,40,Tunisia,-1,2003,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4541,38,Morocco,2,2003,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4542,61,Zimbabwe,6,2003,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
4543,58,DR Congo,-7,2003,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
4544,52,Ivory Coast,-7,2003,1,0,24.0,44.0,30.0,25.0,42.0,162.0
4545,67,Zambia,-2,2003,0,0,17.0,26.0,20.0,21.0,12.0,98.0
4546,68,Algeria,2,2003,1,0,19.0,28.0,22.0,27.0,5.0,106.0
4547,86,Togo,-6,2003,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
4548,81,Angola,-5,2003,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
4549,42,Tunisia,2,2003,0,0,20.0,25.0,29.0,26.0,5.0,104.0
4550,76,Kenya,-2,2003,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
4551,73,Mali,-1,2003,0,0,12.0,19.0,19.0,16.0,0.0,76.0
4552,72,Burkina Faso,-11,2003,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
4553,69,Ghana,2,2003,4,0,23.0,54.0,21.0,27.0,46.0,183.0
4554,16,Cameroon,-2,2003,4,0,20.0,45.0,30.0,16.0,55.0,165.0
4555,39,Egypt,-5,2003,4,0,25.0,60.0,20.0,27.0,78.0,200.0
4556,37,Morocco,-1,2003,1,0,18.0,27.0,24.0,19.0,19.0,105.0
4557,33,South Africa,2,2003,1,0,10.0,16.0,13.0,14.0,3.0,61.0
4558,31,Nigeria,-1,2003,2,0,19.0,53.0,22.0,22.0,46.0,181.0
4559,91,Libya,-6,2003,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
4560,28,Senegal,-1,2003,0,0,16.0,27.0,17.0,23.0,22.0,98.0
4561,158,Tanzania,0,2003,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
4562,189,Guinea-Bissau,1,2003,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
4563,182,Equatorial Guinea,-8,2003,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
4564,179,Mauritania,-3,2003,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
4565,144,Cape Verde,-9,2003,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
4566,174,Niger,-9,2003,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
4567,107,Sudan,-3,2003,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
4568,103,Madagascar,1,2003,0,0,1.0,2.0,2.0,1.0,0.0,8.0
4569,102,Uganda,-7,2003,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
4570,101,Malawi,-3,2003,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
4571,100,Congo,0,2003,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
4572,98,Liberia,2,2003,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
4573,118,Guinea,-5,2003,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
4574,119,Rwanda,-2,2003,0,0,1.0,1.0,1.0,1.0,0.0,4.0
4575,138,Burundi,1,2003,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
4576,137,Gambia,-6,2003,0,0,1.0,3.0,1.0,1.0,1.0,10.0
4577,135,Sierra Leone,2,2003,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
4578,134,Namibia,3,2003,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
4579,133,Mauritius,4,2003,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
4580,131,Mozambique,0,2003,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
4581,132,Ethiopia,-3,2003,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
4582,127,Botswana,-3,2003,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
4583,127,Benin,-9,2003,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
